sample,cpu,user,nice,system,idle,iowait,irq,softirq,steal
230,0,70,0,510,117021,0,244,45,0
230,1,513,0,1743,87486,0,21108,32,0
231,0,70,0,510,117520,0,245,45,0
231,1,516,0,1751,87854,0,21199,32,0
232,0,70,0,512,118017,0,246,45,0
232,1,517,0,1758,88223,0,21289,32,0
233,0,70,0,513,118516,0,247,45,0
233,1,520,0,1767,88588,0,21382,32,0
234,0,71,0,514,119013,0,248,46,0
234,1,522,0,1775,88955,0,21474,32,0
235,0,71,0,515,119512,0,249,46,0
235,1,525,0,1781,89323,0,21566,32,0
236,0,71,0,517,120009,0,250,46,0
236,1,527,0,1788,89693,0,21654,32,0
237,0,72,0,518,120508,0,251,46,0
237,1,531,0,1796,90062,0,21745,32,0
238,0,72,0,519,121005,0,252,46,0
238,1,532,0,1805,90427,0,21839,33,0
239,0,73,0,520,121504,0,252,46,0
239,1,536,0,1815,90792,0,21933,33,0
240,0,74,0,521,122002,0,254,47,0
240,1,539,0,1827,91157,0,22026,33,0
241,0,74,0,522,122500,0,254,47,0
241,1,540,0,1833,91528,0,22116,33,0
242,0,75,0,524,122998,0,256,47,0
242,1,542,0,1839,91895,0,22207,33,0
243,0,75,0,524,123497,0,256,47,0
243,1,543,0,1844,92265,0,22297,33,0
244,0,75,0,525,123994,0,257,47,0
244,1,544,0,1852,92631,0,22389,33,0
245,0,75,0,526,124494,0,258,47,0
245,1,546,0,1857,93002,0,22478,33,0
246,0,75,0,527,124991,0,259,48,0
246,1,547,0,1861,93373,0,22566,34,0
247,0,75,0,529,125490,0,260,48,0
247,1,549,0,1866,93742,0,22656,34,0
248,0,75,0,530,125987,0,261,48,0
248,1,551,0,1870,94110,0,22748,34,0
249,0,75,0,532,126486,0,262,48,0
249,1,554,0,1879,94477,0,22840,34,0
250,0,76,0,534,126983,0,263,48,0
250,1,558,0,1891,94841,0,22935,34,0
251,0,76,0,535,127482,0,264,48,0
251,1,561,0,1900,95209,0,23026,34,0
252,0,76,0,537,127979,0,265,49,0
252,1,564,0,1907,95574,0,23121,34,0
253,0,76,0,538,128478,0,266,49,0
253,1,567,0,1918,95942,0,23213,35,0
254,0,77,0,539,128975,0,267,49,0
254,1,571,0,1928,96304,0,23308,35,0
255,0,77,0,540,129474,0,268,49,0
255,1,572,0,1933,96673,0,23399,35,0
256,0,77,0,542,129971,0,269,49,0
256,1,574,0,1944,97039,0,23492,35,0
257,0,77,0,543,130470,0,270,50,0
257,1,577,0,1952,97406,0,23585,35,0
258,0,77,0,545,130967,0,271,50,0
258,1,580,0,1960,97774,0,23678,35,0
259,0,78,0,545,131466,0,272,50,0
259,1,582,0,1967,98145,0,23767,35,0
260,0,78,0,548,131964,0,273,50,0
260,1,583,0,1974,98519,0,23853,35,0
261,0,78,0,549,132463,0,274,50,0
261,1,586,0,1981,98888,0,23943,36,0
262,0,78,0,550,132960,0,275,50,0
262,1,587,0,1987,99255,0,24036,36,0
263,0,78,0,551,133459,0,276,51,0
263,1,589,0,1996,99622,0,24129,36,0
264,0,79,0,552,133956,0,277,51,0
264,1,590,0,2001,99989,0,24222,36,0
265,0,79,0,552,134455,0,277,51,0
265,1,593,0,2009,100357,0,24315,36,0
266,0,80,0,554,134952,0,279,51,0
266,1,594,0,2015,100726,0,24407,36,0
267,0,81,0,554,135451,0,279,51,0
267,1,596,0,2023,101099,0,24493,36,0
268,0,81,0,555,135948,0,281,51,0
268,1,599,0,2033,101470,0,24581,37,0
269,0,82,0,556,136447,0,281,52,0
269,1,602,0,2042,101840,0,24671,37,0
270,0,82,0,558,136945,0,282,52,0
270,1,604,0,2050,102208,0,24762,37,0
271,0,83,0,558,137444,0,283,52,0
271,1,606,0,2058,102580,0,24850,37,0
272,0,83,0,560,137941,0,284,52,0
272,1,609,0,2068,102946,0,24943,37,0
273,0,83,0,561,138439,0,285,52,0
273,1,612,0,2076,103318,0,25031,37,0
274,0,84,0,563,138937,0,287,53,0
274,1,614,0,2083,103683,0,25125,37,0
275,0,84,0,564,139436,0,287,53,0
275,1,617,0,2092,104049,0,25218,38,0
276,0,84,0,566,139933,0,288,53,0
276,1,618,0,2098,104415,0,25311,38,0
277,0,84,0,567,140432,0,289,53,0
277,1,620,0,2103,104780,0,25406,38,0
278,0,84,0,568,140929,0,290,53,0
278,1,622,0,2108,105146,0,25498,38,0
279,0,84,0,570,141428,0,291,54,0
279,1,625,0,2116,105516,0,25590,38,0
280,0,84,0,572,141925,0,292,54,0
280,1,626,0,2126,105883,0,25683,38,0
281,0,84,0,573,142424,0,293,54,0
281,1,628,0,2133,106249,0,25776,38,0
282,0,85,0,575,142921,0,294,54,0
282,1,629,0,2141,106619,0,25866,39,0
283,0,85,0,575,143420,0,295,54,0
283,1,631,0,2153,106985,0,25959,39,0
284,0,85,0,577,143917,0,296,54,0
284,1,635,0,2164,107349,0,26053,39,0
285,0,85,0,578,144416,0,297,55,0
285,1,637,0,2175,107715,0,26145,39,0
286,0,86,0,580,144913,0,298,55,0
286,1,638,0,2181,108086,0,26234,39,0
287,0,86,0,581,145412,0,299,55,0
287,1,639,0,2187,108461,0,26319,39,0
288,0,86,0,583,145910,0,300,55,0
288,1,642,0,2193,108831,0,26408,39,0
289,0,86,0,584,146409,0,301,55,0
289,1,644,0,2200,109200,0,26498,39,0
290,0,87,0,585,146906,0,302,56,0
290,1,646,0,2204,109565,0,26591,40,0
291,0,87,0,586,147405,0,303,56,0
291,1,648,0,2212,109933,0,26682,40,0
292,0,89,0,587,147902,0,304,56,0
292,1,651,0,2219,110301,0,26774,40,0
293,0,89,0,588,148401,0,305,56,0
293,1,654,0,2228,110666,0,26868,40,0
294,0,91,0,589,148898,0,306,56,0
294,1,655,0,2238,111031,0,26963,40,0
295,0,91,0,590,149397,0,307,56,0
295,1,657,0,2245,111397,0,27057,40,0
296,0,91,0,591,149894,0,308,57,0
296,1,660,0,2251,111768,0,27145,40,0
297,0,91,0,592,150393,0,309,57,0
297,1,662,0,2257,112135,0,27238,41,0
298,0,91,0,594,150891,0,310,57,0
298,1,663,0,2263,112504,0,27328,41,0
299,0,91,0,595,151390,0,311,57,0
299,1,667,0,2270,112877,0,27415,41,0
300,0,91,0,597,151887,0,312,57,0
300,1,669,0,2275,113249,0,27503,41,0
301,0,91,0,597,152386,0,313,57,0
301,1,670,0,2282,113618,0,27594,41,0
302,0,92,0,599,152883,0,314,58,0
302,1,672,0,2289,113987,0,27685,41,0
303,0,92,0,600,153382,0,315,58,0
303,1,674,0,2298,114354,0,27778,42,0
304,0,93,0,601,153879,0,316,58,0
304,1,677,0,2305,114723,0,27870,42,0
305,0,93,0,602,154377,0,317,58,0
305,1,680,0,2309,115094,0,27961,42,0
306,0,93,0,603,154875,0,318,58,0
306,1,681,0,2315,115462,0,28053,42,0
307,0,94,0,604,155374,0,319,59,0
307,1,684,0,2323,115833,0,28142,42,0
308,0,94,0,605,155871,0,320,59,0
308,1,686,0,2327,116203,0,28233,42,0
309,0,95,0,606,156370,0,321,59,0
309,1,688,0,2333,116571,0,28324,42,0
310,0,95,0,608,156867,0,322,59,0
310,1,690,0,2344,116938,0,28417,42,0
311,0,95,0,608,157366,0,323,59,0
311,1,692,0,2352,117308,0,28506,43,0
312,0,95,0,611,157864,0,324,60,0
312,1,694,0,2359,117681,0,28593,43,0
313,0,95,0,612,158362,0,324,60,0
313,1,696,0,2366,118049,0,28685,43,0
314,0,95,0,614,158860,0,326,60,0
314,1,697,0,2373,118417,0,28777,43,0
315,0,95,0,615,159358,0,327,60,0
315,1,698,0,2380,118782,0,28871,43,0
316,0,96,0,616,159856,0,328,60,0
316,1,700,0,2387,119153,0,28960,43,0
317,0,96,0,617,160355,0,328,60,0
